listing_id,id,date,reviewer_id,reviewer_name,comments
3191,209048662,2017-11-04,68558468,Vineshree,Good location. Host is warm and welcoming. Good value for money. Could do with a fan in the bedroom. Very private and quiet. Comfortable bed.
3191,225982410,2018-01-08,44735429,Daniel,Logement bien situ dans un quartier calme assez proche du centre ville 15 mn en voiture
3191,232522964,2018-02-05,24174182,Hannah,Ein gemtliches Cottage mit Sitzgelegenheit im Garten  und sehr gut gelegen  wenn man auch die Southern Suburbs entdecken mchte - die UCT ist nur einen Katzensprung entfernt  auch der Bahnhof ist direkt um die Ecke. Besucher sollten Katzen und Hasen mgen  Brigitte ist eine diskrete und hilfsbereite Gastgeberin - es fhlt sich wie in einem Hotel an  sehr professionell  auch dadurch dass zwischendurch gereinigt wird und die Handtcher erneuert werden.
3191,234537372,2018-02-13,46122657,Taylor,My wife and I enjoyed our time at the cottage.  It was private  and had a nice patio and garden. It had everything we needed for a comfortable stay.
3191,247080492,2018-03-27,156646411,Djahny,Just perfect accomodation to relax after a busy day visiting this great city and surroundings. You feel at home immediatly and Brigitte gives you all information needed to make your visit there a unforgettful one.
36483,742937,2011-11-25,481352,Amy,Dave Cannon's  house was a tranquil haven  especially after a long plane flight. He was a most kind and thoughtful host The rooms are situated looking out onto a garden with the soft babble of the fountain coming in through the back windows. Very quiet and clean. GREAT location  walk to dining  shops  My City Bus and the beach. I would recommend staying at Dave's house if you are traveling to Cape Town.
36483,2574835,2012-10-10,3052768,Ronny,It was great at Dave's guesthouse.he is a perfect host so helpful and lovely.we started our 6 weeks trip there and we will finish it at Dave's ocean blue guesthouse.highly recommended.ronny ilona
36483,2849463,2012-11-10,3745063,Tom,Dave Cannon was absolutely the perfect host. He was always available when I needed help. The studio's  were very clean and complete. Fabulous beds  bathroom  space to live.. What I liked most about the place was the very relaxed atmosphere. There were possibilities to take your breakfast or meals with other guests  you could relax near the swimming pool  take a drink from the bar and just leave the money in a jar reserved for this. In short the house was fantastic. The neighbourhood was very quiet. The beach a 10 min walk  Capetown 25 min by bus. I wouldn't know what else I could have wished for.
36483,3514625,2013-02-11,2463965,Mark A.,Nice host  nice location. Everything was good.
36483,9702909,2014-01-06,5269881,Lisa,Dave is an easy going  loving life kinda guy which makes your stay so much nicer.  The property itself has 5 roomschalest and a swimming pool that is accessible to all guests. Outside the gate  if you turn left you can reach the beach and numerous restaurants within a 5-7min walk  turn right and within a 5-7min walk you can reach Bayside shopping mall.  Dave's place has an air of peace and tranquility day and night that really helps a person wind down from a stressful life. If you don't have a car you can walk to the mall and pick up a myciti bus and go anywhere you want with ease.
36483,10628955,2014-02-28,9832434,Simon,Very nice and clean rooms and a nice pool area Dave is an always helpful and friendly host and he served us a great breakfast with his self-made muffins
36483,10721450,2014-03-04,11778612,Evi,This studio-suite is exactly as shown and perfect.  Dave is kind and helpful in every way. A most thoughtful host. I certainly would stay with Dave again.  He served a tasty free breakfast on the first day. I enjoyed the pool and the short walk to the beach  revealing a most wonderful view of Table Mountain.  The sunsets on the beach are just beautiful.  Miles of beach to walk upon  but it is way too cold to swim.  The BlowFish is a great fish restaurant on the water and on Sunday nights it is R140 all you can eat Sushi. The bus service is great from town and runs until about 2200 hours to Table View  and another one- stop ride to Popham and then in three short blocks you are safely at home. I always felt safe on my own. If you use the bus and buy MyCiti card  request POINTS instead of value  and add a value of min.R80 and youll receive 20 more  travel for your money.
36483,11160333,2014-03-23,10431561,Barry,Had a lovely stay at Dave's place. Great accommodation and Dave was a perfect host. Suite is great with all you need for a good stay. Pool is good and overall everything is perfect
36483,26662289,2015-02-16,21258263,Lukas,We had a great time at this place Dave is super friendly  helps you with everything and we can totally recommend to stay there if you are looking for a quiet und beautiful accommodation in Capetown. Next time we come for more days
36483,27243160,2015-03-01,9684233,Ray,We thoroughly enjoyed our stay again  Dave is a great host  very friendly and nothing is too much trouble for him. This is the 2nd time that we have stayed with Dave and we will definitely book it for our next trip to Cape Town.
36483,28477311,2015-03-24,27702303,John,Dave's place was located in a quiet residential street close to shops  cafes and beach. It was a 20 mins drive to Cape Town and with easy access to all main roads. Dave was a cheery  friendly host.
36483,60645643,2016-01-25,8496594,Mario,Great host  goes the extra mile  absolutely recommendable You won't regret it.
36483,64383625,2016-03-03,11468592,John,Dave was a great host. Very friendly and with plenty of local info. He provided a delicious breakfast on my first morning which was very welcoming. The room was spotless and quiet with a comfy bed and good shower and separate entrance. 5 min walk to the local shops  restaurants  bus stop and beach. Space outside for wetsuits  boards etc if you're kitesurfing. Nice chillout area by the pool for interacting with other guests as well. Another fantastic Air bnb host.
36483,131689108,2017-02-13,67687004,Bruce,Laid back comfortable and spacious room. Near enough to the beach. Secure parking and easy accss.
36483,136047692,2017-03-08,27648011,Even,Perfect host  super chilling place. Liked it very much.
36483,230386717,2018-01-28,60010340,Katrin,My stay with Dave this year was just as great as my stay last year I will be sure to return in future- definite recommend
36483,235265077,2018-02-16,137945449,Sabine,Ich hatte eine hrossartige Zeit in Kapstadt. Dave ist ein superfreundlicher Gastgeber und war immer besorgt um einen Platz fr mein Auto. Ich fhlte mich sehr gut aufgehoben.
36483,355696476,2018-12-05,4319634,Eleanor,Super host  really friendly and hospitable. Made a last minute booking very easy and enjoyable Great  spacious room on a pretty plot. Thanks so much  again
36483,410361297,2019-02-10,45191168,Thomas,super easy fast nice clean helpfull
36483,412649545,2019-02-16,170184589,Peter,Friendly and helpful host. Good location near beach
36483,415601168,2019-02-23,216166878,Rashid,Hospitality at its genuine best
36483,607096639,2020-02-17,4241984,Erik,Wow that little oase is like a hidden blouberg gem. So much green  lovely pool with unicorns  and Daves hospitality is above the mark. Will def come back next yr
36483,1084725491619459182,2024-02-05,222954779,Christa,Once and never again
36485,783946,2011-12-13,288961,Simon,Dave and Paul were great. They made me feel welcome at their beautiful home which is an oasis of peace. I can strongly recommend to stay with them.
36485,818909,2011-12-31,1446665,Rico,Just spent a fantastic week at the Ocean Blue Guest House. Had only planned for a few days but prolonged because we felt life can't get much better. Dave is a fantastic host  he bent over backwards to make our stay perfect.
36485,997191,2012-03-13,1799863,Evan,Dave's home and hospitality far exceeded our wildest expectations.  He and his staff are incredibly welcoming and make the trip to Cape Town even more wonderful.  Dave's breakfast is a great way to start the day and the pool is a nice way to cool off in the evening.  The rooms were neat  clean  safe  private  comfortable  and best of all affordable.  I see no reason to stay at an over priced hotel when staying with Dave is so great
36485,1137620,2012-04-16,789539,Ewelina,Dave is a great guy  very frienldy  and open. You can feel in his guest house very comfortable. He made for us great breakfast  thank you Dave The rooms are big and clean. I recomend this location.
36485,2518275,2012-10-06,2255901,Kelia,Our stay this past week at the Ocean Blue Guest House was nothing short of amazing Dave made us feel extremely welcomed and it felt like our own home away from home. From the cozy rooms  to the beautifully decorated house  this place is a must if you're looking for excellent hospitality  cleanliness  a chill place to relax  and close proximity to transportation My Citi bus and to the beach and restaurants 5 minute walk. The location is unbelievable for the price  and you cannot put a price on how awesome our few days at Ocean Blue was Dave is a superb host and very hospitable with helping us determine how to navigate the city and tourist attractions  as well as with providing recommendations on places to visit. His homemade muffins put the icing on the cake You will not be disappointed staying here- most likely you will be surprised as to how easy and familiar Cape Town will seem while staying at Ocean Blue.
3191,276646733,2018-06-14,1670912,Anna,This was my second year staying at Brigittes cottage  and again I was overwhelmed by the hospitality  comfort  and charm of the garden  the animals  the cottage  and the company. This is a great  central location for easily accessing both the CBD  and the surrounding area  including the southern suburbs  such as Observatory and Woodstock  the mountain  the wine region  and the eastern suburbs. And then you return to this place of serenity in Mowbray
3191,350741510,2018-11-20,25978851,Cassim,Great value for money  wonderful host
3191,360571920,2018-12-21,132520021,Chris,Stayed in Mowbray for 4 weeks while doing a sabbatical. Perfectly placed between groote schuur  and Red Cross Hospitals. Fantastic self contained cottage completely private. Excellent host. Thanks for great stay.
3191,404724274,2019-01-25,213496351,Matthew,Absolutely loved staying here Traffic was a breeze due to the location and the animals on the premises really added a homely touch I would definitely recommend staying here
3191,407180659,2019-02-01,49703488,Ron  Cynthia,The cottage is small but homely. We  booked for 4 nights but decided to stay another night. Everything you need is in it. You can sit outside surrounded by beautiful fauna and flora. Brigitte is very helpful and friendly. The cottage is near a restaurant strip. Shops are very near. The center not far away.  We  can only be extreme positive and I recommend it to every one. Cynthia and Ron.
3191,412285480,2019-02-15,147151590,Akib,Super-smooth check inout - as was the stay Good location -  5-10 min drive to the city center. Nice neighborhood  especially for runners.
3191,421864458,2019-03-10,122178895,Le Reng,Great affordable place.
3191,467852867,2019-06-11,1670912,Anna,This is my third time staying with Brigitte  and it was another lovely stay. I highly recommend this place for unparalleled hospitality  perfect location  and wonderful cottage in a lush garden.
3191,469859912,2019-06-15,247519939,Renee,Brigitte was wonderful to work with from the very beginning  including when I decided to add on transportation from the airport. My arrival and departure times were accommodated. Nicole was also wonderful  always sharing a friendly hello and smile. Plus she even helped me get to my destination. They went out of their way to offer their help with anything I might need. Laundry and cleaning was also provided during my stay  which was a wonderful service
3191,577150997,2019-12-15,96668305,Anand,Great value and good location.
3191,599150455,2020-01-29,305473195,Maikon,Enjoy the delicate treats like the Crunchie biscuit.
3191,600729926,2020-02-02,5387146,Marek,Brigitte was very nice and the place is great
3191,601972538,2020-02-05,160252964,Braden,Very nice place  with a beautiful garden
3191,604669463,2020-02-12,325157522,Shirley,Brigitte's place is super easy to access and so central. Her advert sums up the experience well  it's really convenient.
3191,615041256,2020-03-07,58448630,Dustin,Brigitte is a wonderful host. Friendly  caring and professional. The Airbnb is perfect for short or long stays and the location is super convenient. Would definitely come back and recommend highly.
3191,507051084506669432,2021-11-30,135411551,Abigail,Brigitte's place was exactly as it looked in the pictures and is in a peaceful and safe neighborhood. my favorite part was the cute little porch attached to the house. Brigitte was very responsive and always available to help when needed. I enjoyed my time at her place
3191,516451908757122144,2021-12-13,22676390,Luthando,I had an emergency and left earlier I loved the space so much.  Brigitte is a wonderful host and the cottage is central to anything you are looking for. I highly recommend it and I will try and live here the next time I come to Cape Town
3191,533043275759717550,2022-01-05,388244544,Antonii,Votre courtoisie et votre est Mabily tai jai pass un sjour extraordinaire car la globalit tait parfaite a fait plaisir se retrouver dans un logement est dans un environnement comme le vtres 1000 merci je le conseille  tout le monde et je vous laisse 1000 toiles cordialement merci pour tout encore
3191,538164130266012628,2022-01-12,297932417,Michelle,Unit is well located and comfortable for one person  or two people travelling light. The cat is absolutely adorable and she might even come and say hello.
3191,550484325800973422,2022-01-29,59325639,Cheryl,Thank you for being so accommodating It was the perfect place for us for the week. Love the cat and bunnies
3191,552730199317031357,2022-02-01,342776645,Carina,Brigittes place was a lovely  safe guest cottage for my partner and I. She provided all the amenities needed for us to enjoy our 3 days in Cape Town. I did have to work remotely one day and the Wifi was strong which was a big plus
3191,572216819104785885,2022-02-28,439951201,Anza,Great location  lovely host
36485,3558067,2013-02-17,3630242,Donna,Awesome place to stay.  First time we have used air bnb and based on this experience we would use again.  Very comfy and Dave made us feel so at home it was like we had known him for years  I had a dental problem and he got me in to see his dentist just like that.  Any questions Dave had an answer or solution. His staff are also wonderful and did our laundry and even ironed it  Would recommend this place to anyone.  Good value and you will think you were at home.
36485,9267379,2013-12-17,5629347,Sandra,Absolutely stunning host with a welcoming house and heart . Would come anytime again and definitely recommend it . Thanks Dave 
36485,9776212,2014-01-09,10598950,Johann,Fantastic host  super friendly and helpful  and the house is great  really friendly relaxed atmosphere  nice pool  braai area  clean rooms  can't ask for more
36485,10092991,2014-01-30,9412470,Stephanie,Was a very homey stay  would go back again any day. GREAT eggs
36485,25813036,2015-01-26,20630446,Matteo,I very enjoyed my time at Ocean Blue. Very comfortable and Dave is very kind and very good host. I will definitely come back there.
36485,120022941,2016-12-07,5333879,Sebastian,I spend 23 days and it has been a very good experience.  The place is very cozy and breakfast is delicious. The room is spacious and the bed very comfortable. I must also say that Dave is an outstanding host with good vibes and a lot of energy.  Highly recommended
36485,130466810,2017-02-06,8032163,Petar,Dave is a very nice and welcoming person with a positive charisma. I felt very welcome. The accommodation was nice and clean. Very nicely positioned for kiting too
3191,577323028660597077,2022-03-07,55120264,Sally Anne,Brigittes cottage was perfect for our stay. It has everything you need and is comfortable. The patio outside was nice to have on sunny days. The kitchen has everything you need to make meals and the wifi was great
3191,588864001515343235,2022-03-23,88030183,Romy,Very nice little cottage that has everything you need Brigitte is super nice and helpful. We had a great stay.
3191,630169298199276076,2022-05-19,341394873,Simbarashe,Amazing place to stay. Safe quiet and very convineint location. The place was. clean. Brigitte was very friendly. Wil definitely rocommend her place.
3191,649834380369930038,2022-06-15,1670912,Anna,After three years away  it was wonderful to be back staying in Brigittes charming garden cottage. This is the fourth time Ive stayed there I think my favorite part this time was sitting outside  under the bougainvillea  eating breakfast and enjoying a rare winter heat wave Thanks  Brigitte for another delightful stay
3191,702755276587701778,2022-08-27,54536128,Leo,Wonderful cottage in a great location
3191,736033130948834539,2022-10-12,477334873,Nicholas,It was great to have a friendly cat to visit I would recommend this cozy self contained unit  with everything you need.
3191,788174083959680992,2022-12-23,69562447,Marie-Soleil,Everything was perfect Brigitte is a beautiful slice of humanity  she helped us a lot and was super kind The place was quiet  the bed super confortable  we would definitely come back
3191,829556002593091718,2023-02-18,459205942,Lucas,Brigittes cottage was perfect for my 8 weeks long stay.  The cottage is located in the back of the garden  was comfortable and clean. The kitchen was equiped with everything I needed Brigitte was a very friendly and helpful host and I enjoyed my stay there very much.
3191,833829819061198221,2023-02-24,463607842,Micheal,super wonderful host. The place is quiet  safe and lovely.  We had great time
3191,844721609265434904,2023-03-11,32140571,Sonia,Birgitte is an excellent hostess who helped with all questions and was very kind and generous.  The bed was very comfortable and the bed linen was lovely and soft.
3191,860726433991843973,2023-04-02,19599818,Joel,great place to stay. good location  private  perfect for 1-2 people  with secure parking too.
3191,1108532604414642861,2024-03-09,443753998,Alexis,Brigitte is one of the best hosts I've stayed with  truly a great woman.
3191,1125915982098480741,2024-04-02,568197664,Idowu Jacob,My stay in Brigitte's place was great. The kitchen  longue  bedroom and toilet were impeccably clean. Brigitte was friendly and attentive without being intrusive.  I really enjoyed my short stay and I will continue to cherish the memories.
3191,1128863341493552314,2024-04-06,85144132,Rob,Very convenient  comfortable and well equipped.
3191,1181756224554257781,2024-06-18,1670912,Anna,Another wonderful stay at Brigittes garden cottage. This is the perfect place to serve as the base for work  play  or relaxation in Cape Town. Easy to access the CBD  southern suburbs  and the surrounding area. The well equipped cottage is situated in a delightful garden  and Brigitte is absolutely the best host.
15007,9223897,2013-12-15,7175290,Morne,We spent a fantastic two week holiday at the Blaauberg house and our guest was phenomenal.  The area is beautiful and very close to the beach with some stunning.  The white house in the picture is actually a great little restaurant less than a minutes walk if you're feeling too lazy to cook.  The house is well equipped and spacious and arranging and leaving was easy and hassle free.  If you're a group this house is excellent value for money.  Thanks again for a wonderful two weeks.
15007,53759983,2015-11-12,13937367,Ciske,Fabulous house in a stunning location The lovely hosts made sure we had everything we needed to ensure a memorable stay.   Great house ideal for a beach holiday for a family  a group of friends.  Amazing sunsets  Thank you very much
15007,61787988,2016-02-08,53613595,Ins,The location of the house was great the house is big and wonderful with see views incredible the owners were very helpful and nice to us. You feel like you are at home and you can find everything you need in the house. I would reccomend un unforgottable stay in this house
15007,63656258,2016-02-25,50925461,Katja,Perfect Holiday in the House of Dirk and Ritha  We really felt like coming home every 7 days we stayed here. Very safe und fully stuffed House. Awesome views 
15007,68677182,2016-04-06,49795868,Quintas,The location of the house is great with the beach  restaurants and a supermarket within a short walk.  The house is very spacious and a great place to go back in the evening and watch the amazing Cape Town sunset.  Thanks for a great stay.
15007,71866264,2016-04-29,58187433,Michael,This house has a stunning view of the ocean and you really feel quite at home.  It is clean and comfortable and I  can highly recommend this place. We were a family group of five and we will be back some day.
36499,484744,2011-08-29,939146,Magalie,Lovely location  close to the beach  restaurants and shops. Easy bus access to Cape Town. Room was clean  comfortable  and kitchen very functional. WiFi does not reach the cottage. Also stayed in a suite  which was also really nice and comfortable. Everyone was really friendly and helpful.
36499,864526,2012-01-16,1348050,Hanna,We spent three weeks in the Garden Cottage. The room was perfect for us with a little kitchen and a comfortable bed. We enjoyed using the private garden of the Cottage for our barbecue and summer evenings. Dave and Paul were lovely hosts and they tried to do everything to ensure that we had everything we needed. It was easy to feel welcome. It would have been more than perfect if only the room would have been cleaned every day.
36499,1181503,2012-04-25,2135908,Sunny,We booked this place very last minute and Dave was very accommodating and promptly responded to all our last minute messages. The cottage was clean and comfortable with nice little kitchen and bathroom. Dave was very friendly and made us feel very welcomed. We did not get to see Dave very much since he was leaving Cape Town the very next morning  but we were able to communicate all our needs to Johnathan. The location was also great  we found everything we needed within five minute drive or 15 min walk and it was relatively close to Cape Town center. We definitely recommend this place to everyone.
36499,2452321,2012-09-30,706278,Antonia,Dave was not there for much of the time but kept in the loop and He left a great host very kind and thoughtful. The place is great  very clean with a great pool  garden and water features. It is peaceful and very close to all amenities I did not have a car so that was important to me. 10 mins from  beach and the best view of Table Mountain in Cape Town  Close to buses into town a short walk to resteraunts and shops. When Dave did return he is wonderful......right down to the freshly baked muffins Thanks to you all for making my stay so easy  smooth and above all welcoming Dave you are the best
36499,2719974,2012-10-26,1824709,Elaine,Very pleasant stay - host was exceptionally helpful and thoughtful.
36499,2856846,2012-11-11,1342440,Lionel,I was in Blouberg for kitesurfing and the house is just 5 minutes walk from kitebeach and restaurants. My room was nice and comfortable  a good value for money Dave is a very friendly host. I recommend
36499,2883041,2012-11-13,2874995,Jake,Wonderful stay at Dave's - could not have been happier. Cottage was cozy and comfortable and clean. It's a short walk from the bus stop which makes transportation in and out of Cape Town easy - and far cheaper and quieter than staying outside of the city. The complex is nice  with a decent sized swimming pool and quiet patio area to enjoy food  grilling  etc. Dave made himself readily available and wonderfully amenable. Would come back in a heartbeat.
36499,3048278,2012-12-08,481352,Amy,This is the second time staying with Dave. His house provides a peaceful haven. He is so very warm  and accommodating... any thing he can do for you is no problem. You will enjoy your stay in Cape Town if you stay here
36499,3102331,2012-12-17,1401277,Detlef,Wir haben uns bei Dave sehr wohl gefhlt. Leider war der Freissitz im Garten nur 2 Tage fr uns nutzbar und der Fan nicht in Betrieb. Aber trotzdem hat es uns sehr gut gefallen  insbesondere die nahen tollen Strnde sind auf jeden Fall eine Reise nach Blouwberg wert.
36499,3328020,2013-01-11,4464543,Mauricio,We arrived at about 1am after a delayed drive down the Garden Route and David welcomed us with a smile and warm bedroom. The next day he gave us torches flash lights for our hike up Table Mountain  and some advice on good spots to visit in Cape Town. The room was comfortable and clean. I'd happy stay there again.
36499,4143989,2013-04-14,4042723,Sarah,Dave is an amazing host who bends over backwards for his guests--there's a reason for all the 5 star reviews His place is beautiful and a perfect retreat for the Cape Town area. Now I've just got to figure out a way to get back...
36499,8538158,2013-11-04,8128977,Martina,Stayed 3 nights in the Garden Cottage and liked it a lot  especially the small breakfast treats in the morning. We only meet Dave in the beginning and end of our stay but he is lots of fun and very friendly. Felt safe and welcome in his place.
15007,74839591,2016-05-17,54573724,Francois,a fantastic house. home away from home. comfortable clean spacious.  had everything we needed. walk for a surf.walk to dinner. ons huisie was our best meal. great service too. was soo nice we extended our stay for another 2 nights. highly recommended 
15007,92692695,2016-08-09,63582210,Janette,The house and location was excellent- everything as described online. A wonderful place for a relaxing holiday.
15007,146273963,2017-04-22,27531563,Konstanze,We have spent a wonderful time in the house at Bloubergstrand. The location  the ocean  the beach  the house - everything was great We can highly recommend it
15007,206358332,2017-10-25,110117124,Cate,Refer to previous note
15007,240554207,2018-03-05,56020348,Andreas,Amazing house  host and location Dirk is the man. We stayed for 10 days and everything about it has been flawless  for real. RECOMMENDED
15007,251117221,2018-04-07,20006037,Martinette,What a privilege to stay in a place like this. Impossible to find a better location or space.
15007,276648699,2018-06-14,43055112,Casper,Great Place  great location
15007,332805712,2018-10-06,64886097,Andrew,excellent  perfectly equipped and located can't ask for much more...highly recommended
15007,406862245,2019-01-31,51606464,Oliver,What a perfect place to enjoy CT. We are a group of kitesurfer and stay there in the middle of the best spots of Table View and Big Bay. The BB House has all you needed. So many thx to the host
15007,512408916,2019-08-18,64395702,Mark,amazing apartment.  We enjoyed our stay and the location is very good.  in the centre of town as promised.
36499,9881277,2014-01-16,3926354,David,Clean and comfortable.
36499,25261049,2015-01-11,17387726,Sarah,Could not recommend Dave highly enough A great host  making our stay feel like a home away from home. Apartment was perfect  clean  safe and enough space for a months stay. Pool area and Dave's kindly hosted hospitality over Christmas and new year were a lovely bonusExcellent location  few minutes to kitesurfing beaches  bars and restaurants. Highly recommend both apartment and host
36499,27694104,2015-03-09,15732235,Alexandre,Just came home from a truly lovely 3 night stay at Dave's house. The studio was exactly as described and Dave made sure we were comfortable and had everything we needed. We received a warm welcome from Dave upon arrival  and then he took time to take us around to show us the vicinity  nice beaches  nice restaurants  etc. Then he also gave us great advice throughout the stay  and we enjoyed his company and conversation very much. We really felt like friends on visit  We will keep a very fond memory of our stay and highly recommend staying with Dave 
36499,55609616,2015-12-03,46050013,Alice,I enjoyed staying with Dave  he was very welcoming and I felt at home and comfortable at all times. Dave's housekeeper was also friendly. The neighbourhood was pleasant  and the beach was just a short walk away. It was great to be able to run safely along the beach.  There were many restaurants in the area  all within easy walking distance. I also appreciated the privacy and being left alone.
36499,227545780,2018-01-15,21686465,Rose,Dave is the best host ever and he has the best place ever   we had a wonderfull stay at his house  I will definitly  go back here thanks Dave for a wonderfull time
36499,234538287,2018-02-13,159259848,Alysha,There is only one way to describe Dave and his place- incredible We had such an excellent stay  and Dave is the best Airbnb host weve ever had. We were truly sad to leave  and will definitely be making a return visit  thanks again Dave
36499,246282844,2018-03-25,60703341,Chantal,Beautiful place Close to shops and the nightlife.. Dave is a great host  we really enjoyed our stay
36499,585142564,2019-12-31,121454691,Miguel,Dave is very nice person on which he was always tried his best to give a good service .. I recommend Dave to anyone
36499,560644932106624575,2022-02-12,48577257,Dominik,Awesome place. The location is great. The room was nice and the pool area so great to relax and hang out before or after kite surfing. And last but not least Dave is an amazing host
15007,722111215,2021-01-05,109958947,Pieter-Paul,Amazing location and well hosted 
15007,745916231,2021-04-05,90913036,Tessa And Nikula,Location is great
15007,504083364213350630,2021-11-26,20721094,Grigory,Absolutely impeccable  it doesn't get better than this. Huge thanks to Dirk for arranging everything  it was a pleasure to deal with you
15007,508430485866200349,2021-12-02,65855565,Giselle,Great place to accommodate our whole family Dirk was efficient and couldnt get a better spot closer to the beach
15007,511367791618703809,2021-12-06,432426295,Andre,Location is amazing. We had such an amazing weekend.
15007,525817162001231955,2021-12-26,396898957,Melanie,Dirk is an awesome host
15007,530909199877286036,2022-01-02,422961587,Mandie,We had a great time at Blaauwberg House. The communication was super easy and quick and the place looks exactly like it does on the pictures  if not betterThe neighborhood is very conveniently located and although its a lively neighborhood the house is very quiet Would absolutely recommend to stay there
15007,570110983601243249,2022-02-25,9136322,Monique,Dirk was a lovely host and the house was brilliant Super spacious and perfect location for beach lovers and kite surfers. Whenever we had any questions or requests  Dirk always responded immediately and was there to help. Highly recommended
15007,596108314980879294,2022-04-02,215839922,Jano,A wonderful place  with an amazing view right on the beach.
